,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,date,favourites_count,followers_count,language,location,retweet_count,screen_name,tweet,tweet_id,verified,hashtags,clean_tweet,processed_tweet
0,0,0,0,2020-02-24 05:00:07,41275.0,116146.0,en,America,28.0,OrlvndoA,"RT @AFP: Living behind a mask. @AFP photographer Philip Fong visits Chinatown in Yokohama, Japan, to see how the #coronavirus has impacted…",1.2318059859850486e+18,0.0,['coronavirus'],": Living behind a mask. photographer Philip Fong visits Chinatown in Yokohama, Japan, to see how the has impacted","[':', 'live', 'behind', 'mask', 'photograph', 'philip', 'fong', 'visit', 'chinatown', 'yokohama', 'japan', 'see', 'impact']"
1,1,1,1,2020-02-24 05:00:11,16.0,802.0,en,"Las Vegas, NV",0.0,CrweWorld,Coronavirus: Mass masked wedding in the Philippines,1.2318060020994417e+18,0.0,[],Coronavirus: Mass masked wedding in the Philippines,"['coronaviru', ':', 'mass', 'mask', 'wed', 'philippin']"
2,2,2,2,2020-02-24 05:02:26,92.0,20.0,en,New York,320.0,taniab15i,RT @mirzawaismughal: A view of the emergency ward of indian Hospital where people have been wearing masks for safety from coronavirus on Fe…,1.231806570738176e+18,0.0,[],: A view of the emergency ward of indian Hospital where people have been wearing masks for safety from coronavirus on Fe,"[':', 'A', 'view', 'emerg', 'ward', 'indian', 'hospit', 'peopl', 'wear', 'mask', 'safeti', 'coronaviru', 'Fe']"
3,3,3,3,2020-02-24 05:04:50,87725.0,928.0,en,"Coeur d'Alene, ID",915.0,kelli_aiken,RT @RichardEngel: Do surgical masks help against #Coronavirus? They do. Multiple doctors working with the disease tell me the masks protect…,1.2318071742941962e+18,0.0,['Coronavirus'],: Do surgical masks help against ? They do. Multiple doctors working with the disease tell me the masks protect,"[':', 'Do', 'surgic', 'mask', 'help', 'they', 'multipl', 'doctor', 'work', 'diseas', 'tell', 'mask', 'protect']"
4,4,4,4,2020-02-24 05:05:32,14.0,42.0,en,"New York, USA",1.0,NewsAt20,RT @MonicavanDelden: The Hongkongers refusing to wear a mask for the coronavirus outbreak #Coronavirusoutbreak #Cor…,1.231807349662212e+18,0.0,"['Coronavirusoutbreak', 'Cor']",: The Hongkongers refusing to wear a mask for the coronavirus outbreak,"[':', 'the', 'hongkong', 'refus', 'wear', 'mask', 'coronaviru', 'outbreak']"
5,5,5,5,2020-02-24 05:17:46,7960.0,147.0,en,"Oregon, USA",1.0,gnarlyma,RT @ZuzuBriar: @POWERANGELBABY N95 DOES NOT WORK for #coronavirus The face mask must be n99 or higher. The virus is 100nm (nanometer) and…,1.231810429095039e+18,0.0,['coronavirus'],: N95 DOES NOT WORK for The face mask must be n99 or higher. The virus is nm (nanometer) and,"[':', 'n95', 'doe', 'not', 'work', 'the', 'face', 'mask', 'must', 'n99', 'higher', 'the', 'viru', 'nm', 'nanomet']"
6,6,6,6,2020-02-24 05:18:35,2857.0,15.0,en,New York,0.0,10TechPro,"#coronavirus mask - 3M Particulate Respirator 8210, N95 Coronavirus Mask (20 Pack)-&gt; - #COVID19 #CoronavirusOutbreak #COVID2019 #usaflu #chinaflu #flu #virus #coronavirususa",1.231810632107909e+18,0.0,"['coronavirus', 'COVID19', 'CoronavirusOutbreak', 'COVID2019', 'usaflu', 'chinaflu', 'flu', 'virus', 'coronavirususa']","mask - M Particulate Respirator , N95 Coronavirus Mask (20 Pack)-&gt; -","['mask', '-', 'M', 'particul', 'respir', 'n95', 'coronaviru', 'mask', '20', 'pack', '-', '&', 'gt', '-']"
7,7,7,7,2020-02-24 05:20:51,0.0,1407.0,en,United States,0.0,korol_koshek,"Party masks off, medical on: Venice shutters famed carnival as coronavirus gains foothold in Italy — RT World News MASQUE OF THE RED DEATH SPREADS INTO THE EVIL WEST !!!",1.231811204403925e+18,0.0,[],"Party masks off, medical on: Venice shutters famed carnival as coronavirus gains foothold in Italy RT World News MASQUE OF THE RED DEATH SPREADS INTO THE EVIL WEST !!!","['parti', 'mask', 'medic', ':', 'venic', 'shutter', 'fame', 'carniv', 'coronaviru', 'gain', 'foothold', 'itali', 'RT', 'world', 'new', 'masqu', 'OF', 'the', 'red', 'death', 'spread', 'into', 'the', 'evil', 'west', '!', '!', '!']"
8,8,8,8,2020-02-24 05:22:08,40.0,77.0,en,NY,0.0,nanocap50_index,"Traders must be doing a mistake treating $APT just as a proxy to #coronavirus news. Anyone watching videos from China understands that wearing a mask is a requirement to get into any public place (supermarket, pharmacy, bus. subway, etc).",1.2318115259098522e+18,0.0,['coronavirus'],"Traders must be doing a mistake treating $APT just as a proxy to news. Anyone watching videos from China understands that wearing a mask is a requirement to get into any public place (supermarket, pharmacy, bus. subway, etc).","['trader', 'must', 'mistak', 'treat', '$', 'apt', 'proxi', 'news', 'anyon', 'watch', 'video', 'china', 'understand', 'wear', 'mask', 'requir', 'get', 'public', 'place', 'supermarket', 'pharmaci', 'bu', 'subway', 'etc']"
9,9,9,9,2020-02-24 05:23:21,68706.0,154.0,en,"Memphis, TN",0.0,deanlikejames,"Now that the coronavirus is apparently everywhere can we wear sick ass masks 24/7, like masquerade masks and plague doctor masks, can we bring those back??",1.2318118341073756e+18,0.0,[],"Now that the coronavirus is apparently everywhere can we wear sick ass masks /7, like masquerade masks and plague doctor masks, can we bring those back??","['now', 'coronaviru', 'appar', 'everywher', 'wear', 'sick', 'ass', 'mask', '/7', 'like', 'masquerad', 'mask', 'plagu', 'doctor', 'mask', 'bring', 'back']"
