,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,date,favourites_count,followers_count,language,location,retweet_count,screen_name,tweet,tweet_id,verified,hashtags,clean_tweet,processed_tweet
0,0,0,0,2020-06-04 08:25:57,126623.0,4184.0,en,"California, USA",1.0,Fuerza_Mundial,"@DemoLady7 @larrymondo1 Exactly. We the People waited too long 2 do what is happening today, but better late than never, &amp; this is organic, time-wise after school is out for summer, the time for student mobilization despite COVID. I worry for all marchers tho most have masks, many don't. Many unknowns.",1.2684589608366735e+18,0.0,[],"Exactly. We the People waited too long do what is happening today, but better late than never, &amp; this is organic, time-wise after school is out for summer, the time for student mobilization despite COVID. I worry for all marchers tho most have masks, many don't. Many unknowns.","['exactli', 'We', 'peopl', 'wait', 'long', 'happen', 'today', 'better', 'late', 'never', '&', 'amp', 'organ', 'time-wis', 'school', 'summer', 'time', 'student', 'mobil', 'despit', 'covid', 'worri', 'marcher', 'tho', 'mask', 'mani', ""n't"", 'mani', 'unknown']"
1,1,1,1,2020-06-04 18:21:57,168531.0,7040.0,en,"Murder Row; Portland, OR",7398.0,roknrolzombie,RT @NYGovCuomo: Coronavirus tests are available to all protesters. We ask protesters to be responsible. Wear a mask. Get tested. Act as i…,1.268608949789397e+18,0.0,[],: Coronavirus tests are available to all protesters. We ask protesters to be responsible. Wear a mask. Get tested. Act as i,"[':', 'coronaviru', 'test', 'avail', 'protest', 'We', 'ask', 'protest', 'respons', 'wear', 'mask', 'get', 'test', 'act']"
2,2,2,2,2020-06-04 18:22:27,35488.0,25.0,en,"Washington, USA",18183.0,karenbhperez,"RT @NYGovCuomo: If you are protesting peacefully, remember the COVID virus is still out there. Wear a mask. Be smart.",1.2686090748761252e+18,0.0,[],": If you are protesting peacefully, remember the COVID virus is still out there. Wear a mask. Be smart.","[':', 'If', 'protest', 'peac', 'rememb', 'covid', 'viru', 'still', 'wear', 'mask', 'Be', 'smart']"
3,3,3,3,2020-06-04 18:22:18,13781.0,1672.0,en,"Catskills, NY",1.0,lissaharris,"But it’s absurd that masks have become a political issue at all, and one of the problems is Cuomo being the only real COVID communicator. He’s been persona non grata around here for years because of the SAFE Act. You’d be hard pressed to find someone less trusted in my county.",1.2686090347703583e+18,0.0,[],"But its absurd that masks have become a political issue at all, and one of the problems is Cuomo being the only real COVID communicator. Hes been persona non grata around here for years because of the SAFE Act. Youd be hard pressed to find someone less trusted in my county.","['but', 'absurd', 'mask', 'becom', 'polit', 'issu', 'one', 'problem', 'cuomo', 'real', 'covid', 'commun', 'he', 'persona', 'non', 'grata', 'around', 'year', 'safe', 'act', 'youd', 'hard', 'press', 'find', 'someon', 'less', 'trust', 'counti']"
4,4,4,4,2020-06-04 18:22:22,40476.0,2881.0,en,Southern California,1.0,MylaReson,RT @AceHoffman: Apparently you not only can't be a riot cop while wearing a COVID mask (or while wearing identification) but you ALSO can't…,1.2686090537746268e+18,0.0,[],: Apparently you not only can't be a riot cop while wearing a COVID mask (or while wearing identification) but you ALSO can't,"[':', 'appar', 'ca', ""n't"", 'riot', 'cop', 'wear', 'covid', 'mask', 'wear', 'identif', 'also', 'ca', ""n't""]"
5,5,5,5,2020-06-04 18:23:06,10067.0,459.0,en,Southwestern United States,0.0,buckeyenative00,"So I ordered this Rush mask from @SecretScarf to stay safe. It's perfect. Thank you! #rush #rushband #geddylee #alexlifeson #neilpeart #mask #covid19 #socialdistancing #besafe @ Flagstaff, Arizona",1.2686092386595226e+18,0.0,"['rush', 'rushband', 'geddylee', 'alexlifeson', 'neilpeart', 'mask', 'covid19', 'socialdistancing', 'besafe']","So I ordered this Rush mask from to stay safe. It's perfect. Thank you! Flagstaff, Arizona","['So', 'order', 'rush', 'mask', 'stay', 'safe', 'It', ""'s"", 'perfect', 'thank', '!', 'flagstaff', 'arizona']"
6,6,6,6,2020-06-04 18:23:29,18402.0,47589450.0,en,New York City,76.0,nytimes,"“Be responsible, get a test,” Gov. Andrew Cuomo said Thursday, urging New Yorkers who go out to demonstrate to wear masks and get tested for the coronavirus. He said the state would expand testing to meet demand.",1.268609334986117e+18,1.0,[],"Be responsible, get a test, Gov. Andrew Cuomo said Thursday, urging New Yorkers who go out to demonstrate to wear masks and get tested for the coronavirus. He said the state would expand testing to meet demand.","['Be', 'respons', 'get', 'test', 'gov', 'andrew', 'cuomo', 'said', 'thursday', 'urg', 'new', 'yorker', 'go', 'demonstr', 'wear', 'mask', 'get', 'test', 'coronaviru', 'He', 'said', 'state', 'would', 'expand', 'test', 'meet', 'demand']"
7,7,7,7,2020-06-04 18:24:40,27936.0,840.0,en,United States,0.0,CarlStein1984,"@Tvbona Says the man in a mask that says ""support healthcare workers"" all while cheering on mass protests. You afraid of Covid or not, hypocrite?",1.2686096308858757e+18,0.0,[],"Says the man in a mask that says ""support healthcare workers"" all while cheering on mass protests. You afraid of Covid or not, hypocrite?","['say', 'man', 'mask', 'say', '``', 'support', 'healthcar', 'worker', ""''"", 'cheer', 'mass', 'protest', 'you', 'afraid', 'covid', 'hypocrit']"
8,8,8,8,2020-06-04 18:25:02,8017.0,1107.0,en,"Chapel Hill, NC",17.0,UNC_BCBP,RT @UNCpublichealth: A major study of novel #coronavirus infection in human airways adds to the evidence that wearing a mask is a key way t…,1.2686097222838886e+18,0.0,['coronavirus'],: A major study of novel infection in human airways adds to the evidence that wearing a mask is a key way t,"[':', 'A', 'major', 'studi', 'novel', 'infect', 'human', 'airway', 'add', 'evid', 'wear', 'mask', 'key', 'way']"
9,9,9,9,2020-06-04 18:25:31,1992.0,1615.0,en,"Washington, DC",0.0,Matthewclausen,"I wear a cloth mask, often incorrectly. There is no conclusive scientific data yet showing major protection. If #masks provide benefit, it is likely limited. Distancing is the most important risk reduction action we can take. @CIDRAP explains: #COVID19",1.268609846695342e+18,0.0,"['masks', 'COVID19']","I wear a cloth mask, often incorrectly. There is no conclusive scientific data yet showing major protection. If provide benefit, it is likely limited. Distancing is the most important risk reduction action we can take. explains:","['wear', 'cloth', 'mask', 'often', 'incorrectli', 'there', 'conclus', 'scientif', 'data', 'yet', 'show', 'major', 'protect', 'If', 'provid', 'benefit', 'like', 'limit', 'distanc', 'import', 'risk', 'reduct', 'action', 'take', 'explain', ':']"
