,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,date,favourites_count,followers_count,language,location,retweet_count,screen_name,tweet,tweet_id,verified,hashtags,clean_tweet,processed_tweet
0,0,0,0,2020-04-15 04:00:28,97236.0,2211.0,en,"Florida, USA",162.0,dinjup27,"RT @InfectiousDz: “She was on a shift where she had COVID patients, and she didn’t have a mask. She was very scared of going to work,” her…",1.2502727573564948e+18,0.0,[],": She was on a shift where she had COVID patients, and she didnt have a mask. She was very scared of going to work, her","[':', 'she', 'shift', 'covid', 'patient', 'didnt', 'mask', 'she', 'scare', 'go', 'work']"
1,1,1,1,2020-04-15 04:00:24,85.0,160.0,en,"Atlanta, GA",0.0,bridgetjohn42,So many to choose from. Get your washable masks. Inbox me to order or order online #mask #masks #quarintine #facemask #facecover #ankaramask #staysafe #staysafeoutthere #covid19 #covıd19…,1.2502727404743598e+18,0.0,"['mask', 'masks', 'quarintine', 'facemask', 'facecover', 'ankaramask', 'staysafe', 'staysafeoutthere', 'covid19', 'covıd19']",So many to choose from. Get your washable masks. Inbox me to order or order online,"['So', 'mani', 'choos', 'get', 'washabl', 'mask', 'inbox', 'order', 'order', 'onlin']"
2,2,2,2,2020-04-15 04:00:54,976.0,34329.0,en,"St. Louis, MO",0.0,stlouisbiz,"Health care workers at BJC HealthCare, SSM Health, St. Luke's Hospital and Abbott EMS will benefit from a large donation of protective masks as they work during the coronavirus pandemic.",1.2502728658840986e+18,0.0,[],"Health care workers at BJC HealthCare, SSM Health, St. Luke's Hospital and Abbott EMS will benefit from a large donation of protective masks as they work during the coronavirus pandemic.","['health', 'care', 'worker', 'bjc', 'healthcar', 'ssm', 'health', 'st.', 'luke', ""'s"", 'hospit', 'abbott', 'em', 'benefit', 'larg', 'donat', 'protect', 'mask', 'work', 'coronaviru', 'pandem']"
3,3,3,3,2020-04-15 04:02:07,528.0,34.0,en,"Miami, FL",5956.0,pblove333,RT @ABC: Police in Spain are handing out face masks at train stations to help prevent the spread of the coronavirus.,1.2502731716908155e+18,0.0,[],: Police in Spain are handing out face masks at train stations to help prevent the spread of the coronavirus.,"[':', 'polic', 'spain', 'hand', 'face', 'mask', 'train', 'station', 'help', 'prevent', 'spread', 'coronaviru']"
4,4,4,4,2020-04-15 04:02:39,4852.0,4518.0,en,U.S.A.,0.0,iambeingcrushed,"@WhiteHouse @POTUS @HHSGov What we need the most is masks and ppe plus boat loads of testing. If restaurants can post, a clean covid bill of health, people can dine in showing they are also negative for the virus or recovered",1.2502733055813345e+18,0.0,[],"What we need the most is masks and ppe plus boat loads of testing. If restaurants can post, a clean covid bill of health, people can dine in showing they are also negative for the virus or recovered","['what', 'need', 'mask', 'ppe', 'plu', 'boat', 'load', 'test', 'If', 'restaur', 'post', 'clean', 'covid', 'bill', 'health', 'peopl', 'dine', 'show', 'also', 'neg', 'viru', 'recov']"
5,5,5,5,2020-04-15 04:03:02,446.0,26.0,en,"Portland, OR",1.0,dquitmeyer,RT @RTmagazine: Sterrad sterilization devices authorized to decontaminate N95 masks #RTmagazine #coronavirus #covid…,1.250273403325444e+18,0.0,"['RTmagazine', 'coronavirus', 'covid']",: Sterrad sterilization devices authorized to decontaminate N95 masks,"[':', 'sterrad', 'steril', 'devic', 'author', 'decontamin', 'n95', 'mask']"
6,6,6,6,2020-04-15 04:03:34,12677.0,294.0,en,igualteco en el bajio,772.0,aclicea11,RT @chrissiemurray: Nurses at Mexico hospital hit by coronavirus say they were told to avoid masks. “The sub-head told us not to create pa…,1.250273537044009e+18,0.0,[],: Nurses at Mexico hospital hit by coronavirus say they were told to avoid masks. The sub-head told us not to create pa,"[':', 'nurs', 'mexico', 'hospit', 'hit', 'coronaviru', 'say', 'told', 'avoid', 'mask', 'the', 'sub-head', 'told', 'us', 'creat', 'pa']"
7,7,7,7,2020-04-15 04:04:17,74810.0,400.0,en,"Miami, Florida",0.0,felixrm1971,"@RepMattGaetz @realDonaldTrump Clown, you are a pathetic clown.... member of a cult.... you are the idiot that used a mask to have fun while people were dying of coronavirus.....",1.250273716711248e+18,0.0,[],"Clown, you are a pathetic clown.... member of a cult.... you are the idiot that used a mask to have fun while people were dying of coronavirus.....","['clown', 'pathet', 'clown', '....', 'member', 'cult', '....', 'idiot', 'use', 'mask', 'fun', 'peopl', 'die', 'coronaviru', '.....']"
8,8,8,8,2020-04-15 21:06:10,22039.0,6000.0,en,"San Antonio, TX",2.0,JoeGalliNews,A neighbor of the River City Care Center shared these pics of masks littered on the ground near the facility. They believe they were left by employees leaving to go home. There are at least 2 patients with #coronavirus at the nursing home. @KABBFOX29 @News4SA,1.2505308812169585e+18,1.0,['coronavirus'],A neighbor of the River City Care Center shared these pics of masks littered on the ground near the facility. They believe they were left by employees leaving to go home. There are at least patients with at the nursing home.,"['A', 'neighbor', 'river', 'citi', 'care', 'center', 'share', 'pic', 'mask', 'litter', 'ground', 'near', 'facil', 'they', 'believ', 'left', 'employe', 'leav', 'go', 'home', 'there', 'least', 'patient', 'nurs', 'home']"
9,9,9,9,2020-04-15 21:06:20,207944.0,334.0,en,,739.0,Vet_LA_MS,"RT @JoshuaPotash: Protester: I used to be scared about coronavirus but then I did the research Reporter: I see you’re wearing a mask, are…",1.2505309240951316e+18,0.0,[],": Protester: I used to be scared about coronavirus but then I did the research Reporter: I see youre wearing a mask, are","[':', 'protest', ':', 'use', 'scare', 'coronaviru', 'research', 'report', ':', 'see', 'your', 'wear', 'mask']"
10,10,10,10,2020-04-15 21:06:31,95080.0,1386.0,en,"Parrish, FL",0.0,chrispilz,"""Coronavirus live updates: Executives warn Trump Americans need more testing, Maryland requires masks while shopping""",1.2505309705975767e+18,0.0,[],"""Coronavirus live updates: Executives warn Trump Americans need more testing, Maryland requires masks while shopping""","['``', 'coronaviru', 'live', 'updat', ':', 'execut', 'warn', 'trump', 'american', 'need', 'test', 'maryland', 'requir', 'mask', 'shop', ""''""]"
11,11,11,11,2020-04-15 21:06:49,3145.0,97.0,en,"Santa Ana, CA",2255.0,ahlexx16,"RT @_SJPeace_: Police in Spain are handing out face masks at train stations to help prevent the spread of the coronavirus. In America, po…",1.2505310458264576e+18,0.0,[],": Police in Spain are handing out face masks at train stations to help prevent the spread of the coronavirus. In America, po","[':', 'polic', 'spain', 'hand', 'face', 'mask', 'train', 'station', 'help', 'prevent', 'spread', 'coronaviru', 'In', 'america', 'po']"
12,12,12,12,2020-04-15 21:07:10,766.0,4111.0,en,"Washington, DC",2.0,ConnectingVets,RT @AbbieRBennett: An Atlanta man allegedly tried to sell VA 125 million masks to fight #coronavirus. He wanted $750 million for them. But…,1.2505311341796106e+18,1.0,['coronavirus'],: An Atlanta man allegedly tried to sell VA million masks to fight . He wanted $750 million for them. But,"[':', 'An', 'atlanta', 'man', 'allegedli', 'tri', 'sell', 'VA', 'million', 'mask', 'fight', 'He', 'want', '$', '750', 'million', 'but']"
