,Unnamed: 0,tweet_id,date,screen_name,location,tweet,retweet_count,favourites_count,hashtags,clean_tweet,processed_tweet,followers_count,language,verified
10,10,1285590542349475841,2020-07-21,catvanzyl,,"Hey Millennials, you know how you hate being blamed for things? Well...could ya wear a fricken’ mask!? 👀 #GTA #Toronto #Peel #COVID19 …",2,21,"['GTA', 'Toronto', 'Peel', 'COVID19']","Hey Millennials, you know how you hate being blamed for things? Well...could ya wear a fricken mask!?","['hey', 'millenni', 'know', 'hate', 'blame', 'thing', 'well', '...', 'could', 'ya', 'wear', 'fricken', 'mask', '!']",0,en,
11,11,1285563400051990528,2020-07-21,sadamsr2p,,Face masks prevent the spread of #COVID19 and save lives. But was your face mask made by forced or coerced #Uighur labour? Another devastating investigation by the @nytimes visual team. …,2,2,"['COVID19', 'Uighur']",Face masks prevent the spread of and save lives. But was your face mask made by forced or coerced labour? Another devastating investigation by the visual team.,"['face', 'mask', 'prevent', 'spread', 'save', 'live', 'but', 'face', 'mask', 'made', 'forc', 'coerc', 'labour', 'anoth', 'devast', 'investig', 'visual', 'team']",0,en,
12,12,1285560678061797376,2020-07-21,hborys,,"Two hair stylists contracted #COVID19 but continued to work for 10 days, servicing 139 clients. Because the salon had a universal masking policy, all stylists & 98% of clients were wearing masks during the encounters. No clients or other stylists in the salon developed symptoms.",3,5,['COVID19'],"Two hair stylists contracted but continued to work for days, servicing clients. Because the salon had a universal masking policy, all stylists & % of clients were wearing masks during the encounters. No clients or other stylists in the salon developed symptoms.","['two', 'hair', 'stylist', 'contract', 'continu', 'work', 'day', 'servic', 'client', 'becaus', 'salon', 'univers', 'mask', 'polici', 'stylist', '&', '%', 'client', 'wear', 'mask', 'encount', 'No', 'client', 'stylist', 'salon', 'develop', 'symptom']",0,en,
13,13,1285530851120427011,2020-07-21,aparekhbpc,,"Good to join @MorningBriefing just now to discuss the state of #COVID19 (vaccines, mortality rate, testing). Disheartening to see where we are but the roadmap is clear: 1) More testing & tracing 2) Faster test processing 3) Universal masking in public 4) Evidence-based messaging …",1,6,['COVID19'],"Good to join just now to discuss the state of (vaccines, mortality rate, testing). Disheartening to see where we are but the roadmap is clear: ) More testing & tracing ) Faster test processing ) Universal masking in public ) Evidence-based messaging","['good', 'join', 'discuss', 'state', 'vaccin', 'mortal', 'rate', 'test', 'dishearten', 'see', 'roadmap', 'clear', ':', 'more', 'test', '&', 'trace', 'faster', 'test', 'process', 'univers', 'mask', 'public', 'evidence-bas', 'messag']",0,en,
14,14,1284476129072549888,2020-07-18,fordfischer,,"Good morning from Columbus Ohio. Today militia, conservative, and #boogaloo activists are gathering at the state house for an armed rally against mandatory masking and business closures during #COVID19. I’ll be providing live coverage including livestream once things start. pic.twitter.com/8s0yURFPmy",358,581,"['boogaloo', 'COVID19']","Good morning from Columbus Ohio. Today militia, conservative, and activists are gathering at the state house for an armed rally against mandatory masking and business closures during . Ill be providing live coverage including livestream once things start.","['good', 'morn', 'columbu', 'ohio', 'today', 'militia', 'conserv', 'activist', 'gather', 'state', 'hous', 'arm', 'ralli', 'mandatori', 'mask', 'busi', 'closur', 'ill', 'provid', 'live', 'coverag', 'includ', 'livestream', 'thing', 'start']",0,en,
15,15,1284604201537081347,2020-07-18,larryinmissouri,,"Honest, non-political observation of St Louis; people have been consistently wearing masks at about at least a 80% rate everywhere I go since the very beginning of #COVID19 ..yet cases continue to rise..I think it ain’t particularly a mask problem 🤷🏼‍♂️..Just too simplistic..",2,22,['COVID19'],"Honest, non-political observation of St Louis; people have been consistently wearing masks at about at least a % rate everywhere I go since the very beginning of ..yet cases continue to rise..I think it aint particularly a mask problem ..Just too simplistic..","['honest', 'non-polit', 'observ', 'St', 'loui', 'peopl', 'consist', 'wear', 'mask', 'least', '%', 'rate', 'everywher', 'go', 'sinc', 'begin', '..', 'yet', 'case', 'continu', 'rise', '..', 'think', 'aint', 'particularli', 'mask', 'problem', '..', 'just', 'simplist', '..']",0,en,
16,16,1284358089894920193,2020-07-18,krauseforiowa,,"Why is #Trump protecting #StupidPeople's rights to get me sick by refusing to require Covid19 mask wear? And why is @KimReynoldsIA going along with it? Does she fear #Iowa's #StupidPeopleFocusGroup, known as the #KimvidCult? #NoMasksKnowGlory #IaPolitics …",2,4,"['Trump', 'StupidPeople', 'Iowa', 'StupidPeopleFocusGroup', 'KimvidCult', 'NoMasksKnowGlory', 'IaPolitics']","Why is protecting 's rights to get me sick by refusing to require Covid19 mask wear? And why is going along with it? Does she fear 's , known as the ?","['whi', 'protect', ""'s"", 'right', 'get', 'sick', 'refus', 'requir', 'covid19', 'mask', 'wear', 'and', 'go', 'along', 'doe', 'fear', ""'s"", 'known']",0,en,
17,17,1287043134556450816,2020-07-25,jerameyanderson,,"Nightclubs, bars and casinos are still open in Mississippi—why? Schools are gearing up to reopen traditionally in Mississippi—why? There’s no statewide mask order in Mississippi—why? Mississippi has one of the nations fastest growth in COVID19 cases in the nation—this is why! pic.twitter.com/InnUUVwMAA",38,72,[],"Nightclubs, bars and casinos are still open in Mississippiwhy? Schools are gearing up to reopen traditionally in Mississippiwhy? Theres no statewide mask order in Mississippiwhy? Mississippi has one of the nations fastest growth in COVID19 cases in the nationthis is why!","['nightclub', 'bar', 'casino', 'still', 'open', 'mississippiwhi', 'school', 'gear', 'reopen', 'tradit', 'mississippiwhi', 'there', 'statewid', 'mask', 'order', 'mississippiwhi', 'mississippi', 'one', 'nation', 'fastest', 'growth', 'covid19', 'case', 'nationthi', '!']",0,en,
18,18,1287077927612538880,2020-07-25,hanigsberg,,My 20 something kids are being super responsible despite #COVIDfatigue as are many others their age. Run into folks my age with masks hanging under their noses. No shaming young people! We all need to pull together. #InItTogether #COVID19 …,3,52,"['COVIDfatigue', 'InItTogether', 'COVID19']",My something kids are being super responsible despite as are many others their age. Run into folks my age with masks hanging under their noses. No shaming young people! We all need to pull together.,"['My', 'someth', 'kid', 'super', 'respons', 'despit', 'mani', 'other', 'age', 'run', 'folk', 'age', 'mask', 'hang', 'nose', 'No', 'shame', 'young', 'peopl', '!', 'We', 'need', 'pull', 'togeth']",0,en,
19,19,1286901172893290497,2020-07-25,traceyc08228233,,Are you a virology specialist? Well a virus like Covid19 is an RNA virus & can't survive above 75 degrees. Anything other than a surgical mask or a respiratory mask are useless. And in Southern states with temps in the 90s & 80s at 11pm can't survive no matter what the numbers.,0,4,[],Are you a virology specialist? Well a virus like Covid19 is an RNA virus & can't survive above degrees. Anything other than a surgical mask or a respiratory mask are useless. And in Southern states with temps in the s & s at pm can't survive no matter what the numbers.,"['are', 'virolog', 'specialist', 'well', 'viru', 'like', 'covid19', 'rna', 'viru', '&', 'ca', ""n't"", 'surviv', 'degre', 'anyth', 'surgic', 'mask', 'respiratori', 'mask', 'useless', 'and', 'southern', 'state', 'temp', '&', 'pm', 'ca', ""n't"", 'surviv', 'matter', 'number']",0,en,
20,20,1286893011394162688,2020-07-25,themediashower,,It's time to revisit the concepts of slowing the spread again as #Covid19 surges in areas around the country. Wear a mask out in public. Maintain a safe distance. Wash your hands frequently. Stay home. #SlowTheSpread #coco #HealthcareHeroes pic.twitter.com/SkeQQbiirk,3,10,"['Covid19', 'SlowTheSpread', 'coco', 'HealthcareHeroes']",It's time to revisit the concepts of slowing the spread again as surges in areas around the country. Wear a mask out in public. Maintain a safe distance. Wash your hands frequently. Stay home.,"['It', ""'s"", 'time', 'revisit', 'concept', 'slow', 'spread', 'surg', 'area', 'around', 'countri', 'wear', 'mask', 'public', 'maintain', 'safe', 'distanc', 'wash', 'hand', 'frequent', 'stay', 'home']",0,en,
21,21,1288248904547434497,2020-07-28,charlienelms,,COVID19 is not a hoax! Last month the virus claimed the life of a dear friend and yesterday my brother and his wife both tested positive. My brother is now in ICU struggling to stay alive. Please protect yourself & others by wearing a mask & practicing physical distancing—please!,24,116,[],COVID19 is not a hoax! Last month the virus claimed the life of a dear friend and yesterday my brother and his wife both tested positive. My brother is now in ICU struggling to stay alive. Please protect yourself & others by wearing a mask & practicing physical distancingplease!,"['covid19', 'hoax', '!', 'last', 'month', 'viru', 'claim', 'life', 'dear', 'friend', 'yesterday', 'brother', 'wife', 'test', 'posit', 'My', 'brother', 'icu', 'struggl', 'stay', 'aliv', 'pleas', 'protect', '&', 'other', 'wear', 'mask', '&', 'practic', 'physic', 'distancingpleas', '!']",0,en,
22,22,1288240567541997569,2020-07-28,docschmadia,,For all those who refuse to wear a mask because of the inconvenience... #COVID19 #Masks4All pic.twitter.com/ye7Fm103PW,88,308,"['COVID19', 'Masks4All']",For all those who refuse to wear a mask because of the inconvenience...,"['for', 'refus', 'wear', 'mask', 'inconveni', '...']",0,en,
23,23,1288233172908388352,2020-07-28,herronisland,,"When I pass the rare individual not wearing a mask, or pass within six feet of anyone, I find myself holding my breath. Does anyone else do that? #COVID19 #MaskUp #MaskItOrCasket",9,189,"['COVID19', 'MaskUp', 'MaskItOrCasket']","When I pass the rare individual not wearing a mask, or pass within six feet of anyone, I find myself holding my breath. Does anyone else do that?","['when', 'pass', 'rare', 'individu', 'wear', 'mask', 'pass', 'within', 'six', 'feet', 'anyon', 'find', 'hold', 'breath', 'doe', 'anyon', 'els']",0,en,
24,24,1288173880830578695,2020-07-28,stacy_hurt,,Just a gentle reminder that we’re still in a pandemic and that you still need to #WearAMask 😷 to protect others (including #coloncancer survivors like me) from #COVID19- thanks everyone & thanks @FightCRC for these masks! I love them! 💙 #MaskUp #RelentlessChampions pic.twitter.com/v2CIzkqbmO,4,45,"['WearAMask', 'coloncancer', 'COVID19', 'MaskUp', 'RelentlessChampions']",Just a gentle reminder that were still in a pandemic and that you still need to to protect others (including survivors like me) from - thanks everyone & thanks for these masks! I love them!,"['just', 'gentl', 'remind', 'still', 'pandem', 'still', 'need', 'protect', 'other', 'includ', 'survivor', 'like', '-', 'thank', 'everyon', '&', 'thank', 'mask', '!', 'love', '!']",0,en,
25,25,1288300547381047296,2020-07-28,wanderlustyogi,,Now that the real docs let everyone know we don’t have to worry about dying of covid19 can we have our lives back? Imagine tomorrow waking up to smiling mask-less citizens embracing their loved ones & living their lives in peace. We can have that if u want it,12,43,[],Now that the real docs let everyone know we dont have to worry about dying of covid19 can we have our lives back? Imagine tomorrow waking up to smiling mask-less citizens embracing their loved ones & living their lives in peace. We can have that if u want it,"['now', 'real', 'doc', 'let', 'everyon', 'know', 'dont', 'worri', 'die', 'covid19', 'live', 'back', 'imagin', 'tomorrow', 'wake', 'smile', 'mask-less', 'citizen', 'embrac', 'love', 'one', '&', 'live', 'live', 'peac', 'We', 'u', 'want']",0,en,
26,26,1288048958598717440,2020-07-28,nightshiftmd,,Association Between Universal Masking and SARS-CoV-2 Positivity Among Health Care Workers via @JAMA_current part of @JAMANetwork Universal masking of all HCWs reduces transmission of #COVID19 in hospitals. That would likely br true as well in LTCHs.,10,21,['COVID19'],Association Between Universal Masking and SARS-CoV-2 Positivity Among Health Care Workers via part of Universal masking of all HCWs reduces transmission of in hospitals. That would likely br true as well in LTCHs.,"['associ', 'between', 'univers', 'mask', 'sars-cov-2', 'posit', 'among', 'health', 'care', 'worker', 'via', 'part', 'univers', 'mask', 'hcw', 'reduc', 'transmiss', 'hospit', 'that', 'would', 'like', 'br', 'true', 'well', 'ltch']",0,en,
27,27,1281420961280122880,2020-07-09,moricemdphd,,"We may not like the answer, but masks and distancing are the best tools available to fight #COVID19 & the stakes are high @mayocliniclabs As Texas sets 3 more single-day records on coronavirus, Gov. Greg Abbott predicts next week will ‘look worse’ …",7,33,['COVID19'],"We may not like the answer, but masks and distancing are the best tools available to fight & the stakes are high As Texas sets more single-day records on coronavirus, Gov. Greg Abbott predicts next week will look worse","['We', 'may', 'like', 'answer', 'mask', 'distanc', 'best', 'tool', 'avail', 'fight', '&', 'stake', 'high', 'As', 'texa', 'set', 'single-day', 'record', 'coronaviru', 'gov', 'greg', 'abbott', 'predict', 'next', 'week', 'look', 'wors']",0,en,
28,28,1281410990597382144,2020-07-09,clarkfornorman,,"Since my last post, I’ve gotten tons of Qs about wear I got this awesome Norman flag mask. It’s locally made by Solum Earth! You can get one for $6, but only $5 each if you order a dozen! Check out their website: #MaskUpNorman #localgov #COVID19 #shoplocal pic.twitter.com/S6vPcj9bY3",12,82,"['MaskUpNorman', 'localgov', 'COVID19', 'shoplocal']","Since my last post, Ive gotten tons of Qs about wear I got this awesome Norman flag mask. Its locally made by Solum Earth! You can get one for $6, but only $5 each if you order a dozen! Check out their website:","['sinc', 'last', 'post', 'ive', 'gotten', 'ton', 'Qs', 'wear', 'got', 'awesom', 'norman', 'flag', 'mask', 'it', 'local', 'made', 'solum', 'earth', '!', 'you', 'get', 'one', '$', '6', '$', '5', 'order', 'dozen', '!', 'check', 'websit', ':']",0,en,
29,29,1281328102841421825,2020-07-09,molliejmcguire,,I just want it to be known that the people my husband was exposed to—fellow healthcare providers—had no direct covid patient contact. They wore masks. And they were 6 feet apart. THEY ALL STILL GOT COVID19. Bar examiners—your plans will fail and people are going to suffer.,13,48,[],I just want it to be known that the people my husband was exposed tofellow healthcare providershad no direct covid patient contact. They wore masks. And they were feet apart. THEY ALL STILL GOT COVID19. Bar examinersyour plans will fail and people are going to suffer.,"['want', 'known', 'peopl', 'husband', 'expos', 'tofellow', 'healthcar', 'providershad', 'direct', 'covid', 'patient', 'contact', 'they', 'wore', 'mask', 'and', 'feet', 'apart', 'they', 'all', 'still', 'got', 'covid19', 'bar', 'examinersyour', 'plan', 'fail', 'peopl', 'go', 'suffer']",0,en,
30,30,1281318242376654851,2020-07-09,dbishop0,,"I think it would be a lot less confusing if we just say wear a mask, regardless of spacing. #Covid19 Wear a mask, that’s it. 😷",2,27,['Covid19'],"I think it would be a lot less confusing if we just say wear a mask, regardless of spacing. Wear a mask, thats it.","['think', 'would', 'lot', 'less', 'confus', 'say', 'wear', 'mask', 'regardless', 'space', 'wear', 'mask', 'that']",0,en,
31,31,1281203610160902144,2020-07-09,senatormuth,,😷Wearing a mask helps keep our businesses open and is also an act of respect for the health and lives of those around you. #MaskUp #StopTheSpread #COVID19 …,4,53,"['MaskUp', 'StopTheSpread', 'COVID19']",Wearing a mask helps keep our businesses open and is also an act of respect for the health and lives of those around you.,"['wear', 'mask', 'help', 'keep', 'busi', 'open', 'also', 'act', 'respect', 'health', 'live', 'around']",0,en,
32,32,1285270581215145986,2020-07-20,amyacanada,,Ahmadiyya Muslim Youth had opportunity to donate face shields & masks to St. Peter’s Roman Catholic Church. Thank you @tonycarella and chief @derynrizzi from @VaughanFire for supporting our humble efforts and for your kind words. #WhatMuslimsDo #MondayMotivation #COVID19 #PPEs pic.twitter.com/jgcVpYW2pz,22,36,"['WhatMuslimsDo', 'MondayMotivation', 'COVID19', 'PPEs']",Ahmadiyya Muslim Youth had opportunity to donate face shields & masks to St. Peters Roman Catholic Church. Thank you and chief from for supporting our humble efforts and for your kind words.,"['ahmadiyya', 'muslim', 'youth', 'opportun', 'donat', 'face', 'shield', '&', 'mask', 'st.', 'peter', 'roman', 'cathol', 'church', 'thank', 'chief', 'support', 'humbl', 'effort', 'kind', 'word']",0,en,
33,33,1285214836360708096,2020-07-20,ashtonpittman,,BREAKING: Mississippi Gov. @TateReeves issues masks orders in another 10 counties as cases rose and hospitals reach critical capacity levels: •Bolivar •Covington •Forrest •Humphreys •Panola •Sharkey •Simpson •Tallahatchie •Tate •Walthall 23/82 counties now. #COVID19,26,54,['COVID19'],BREAKING: Mississippi Gov. issues masks orders in another counties as cases rose and hospitals reach critical capacity levels: Bolivar Covington Forrest Humphreys Panola Sharkey Simpson Tallahatchie Tate Walthall /82 counties now.,"['break', ':', 'mississippi', 'gov', 'issu', 'mask', 'order', 'anoth', 'counti', 'case', 'rose', 'hospit', 'reach', 'critic', 'capac', 'level', ':', 'bolivar', 'covington', 'forrest', 'humphrey', 'panola', 'sharkey', 'simpson', 'tallahatchi', 'tate', 'walthal', '/82', 'counti']",0,en,
34,34,1285356349430231041,2020-07-20,brocktalk,,"Remember when we had 4 new Covid cases in 24 hours BC? Good times. Stay home, wash your hands, small groups, wear a mask. #COVID19",3,32,['COVID19'],"Remember when we had new Covid cases in hours BC? Good times. Stay home, wash your hands, small groups, wear a mask.","['rememb', 'new', 'covid', 'case', 'hour', 'BC', 'good', 'time', 'stay', 'home', 'wash', 'hand', 'small', 'group', 'wear', 'mask']",0,en,
35,35,1285084575652356096,2020-07-20,clabaugh_mark,,"Let me say this, sanding sheetrock mud 10 min @10 microns, you think that mask will stop COVID19 @ 0.06 to 0.14 micros. When I see scientists wearing this garbage in a BSL4 lab, then I will believe they are safe. Can it stop something, possibly. Is it the panacea of safety, no pic.twitter.com/ZvQ5BUFcbY",0,0,[],"Let me say this, sanding sheetrock mud min microns, you think that mask will stop COVID19 to micros. When I see scientists wearing this garbage in a BSL4 lab, then I will believe they are safe. Can it stop something, possibly. Is it the panacea of safety, no","['let', 'say', 'sand', 'sheetrock', 'mud', 'min', 'micron', 'think', 'mask', 'stop', 'covid19', 'micro', 'when', 'see', 'scientist', 'wear', 'garbag', 'bsl4', 'lab', 'believ', 'safe', 'can', 'stop', 'someth', 'possibl', 'Is', 'panacea', 'safeti']",0,en,
36,36,1282446895999340544,2020-07-12,ashtonpittman,,I'm praying for God to issue a statewide mask mandate since the governor refuses to do so. Anybody got any extra stone tablets handy? #COVID19 …,25,112,['COVID19'],I'm praying for God to issue a statewide mask mandate since the governor refuses to do so. Anybody got any extra stone tablets handy?,"[""'m"", 'pray', 'god', 'issu', 'statewid', 'mask', 'mandat', 'sinc', 'governor', 'refus', 'anybodi', 'got', 'extra', 'stone', 'tablet', 'handi']",0,en,
37,37,1282414236619210752,2020-07-12,michaelfordto,The Albion Centre,"Had a great afternoon in North Etobicoke doing our drive-thru free mask giveaway. A special thank you to Minister @Sflecce for coming by to hand out masks and say hi to residents. We gave out over 10,000 masks, which will help continue to fight #COVID19 in our community. pic.twitter.com/h3YiSCr0Ak – at The Albion Centre",17,97,['COVID19'],"Had a great afternoon in North Etobicoke doing our drive-thru free mask giveaway. A special thank you to Minister for coming by to hand out masks and say hi to residents. We gave out over masks, which will help continue to fight in our community. at The Albion Centre","['had', 'great', 'afternoon', 'north', 'etobicok', 'drive-thru', 'free', 'mask', 'giveaway', 'A', 'special', 'thank', 'minist', 'come', 'hand', 'mask', 'say', 'hi', 'resid', 'We', 'gave', 'mask', 'help', 'continu', 'fight', 'commun', 'the', 'albion', 'centr']",0,en,
38,38,1282360143708147712,2020-07-12,froggyradio,,Wow! Record breaking day here in Fla for new #COVID19 cases? South Florida continues to be the epicenter. If people just FOLLOWED THE RULES...we’d get better. Wear a mask in public indoor spaces...social distance...no group gatherings! COME THE “F” ON...LET GET THIS STRAIGHT! pic.twitter.com/5ursrZ0DJS,17,127,['COVID19'],Wow! Record breaking day here in Fla for new cases? South Florida continues to be the epicenter. If people just FOLLOWED THE RULES...wed get better. Wear a mask in public indoor spaces...social distance...no group gatherings! COME THE F ON...LET GET THIS STRAIGHT!,"['wow', '!', 'record', 'break', 'day', 'fla', 'new', 'case', 'south', 'florida', 'continu', 'epicent', 'If', 'peopl', 'follow', 'the', 'rule', '...', 'wed', 'get', 'better', 'wear', 'mask', 'public', 'indoor', 'space', '...', 'social', 'distanc', '...', 'group', 'gather', '!', 'come', 'the', 'F', 'ON', '...', 'let', 'get', 'thi', 'straight', '!']",0,en,
39,39,1282347075238322177,2020-07-12,annaforflorida,,".@GovRonDeSantis, we can’t keep trying to just live with #COVID19 while more people get sick, and more people die. We need to contain this virus & #StopTheSpread. A statewide mask mandate would be an easy but impactful way to do that! …",113,323,"['COVID19', 'StopTheSpread']","., we cant keep trying to just live with while more people get sick, and more people die. We need to contain this virus & . A statewide mask mandate would be an easy but impactful way to do that!","['cant', 'keep', 'tri', 'live', 'peopl', 'get', 'sick', 'peopl', 'die', 'We', 'need', 'contain', 'viru', '&', 'A', 'statewid', 'mask', 'mandat', 'would', 'easi', 'impact', 'way', '!']",0,en,
40,40,1282496885882793985,2020-07-12,johnpauldanko,Hamilton Mountain,Great to see some #HamOnt residents getting a head start on the #MandatoryMasks bylaw set to come into effect on July 20th (pending ratification). 🛑#COVID19☠ Wear a mask. Wash your hands. Maintain physical separation. That's it - it's that easy. pic.twitter.com/EmXbKl5YEi – at Hamilton Mountain,6,35,"['HamOnt', 'MandatoryMasks', 'COVID19']",Great to see some residents getting a head start on the bylaw set to come into effect on July th (pending ratification). Wear a mask. Wash your hands. Maintain physical separation. That's it - it's that easy. at Hamilton Mountain,"['great', 'see', 'resid', 'get', 'head', 'start', 'bylaw', 'set', 'come', 'effect', 'juli', 'th', 'pend', 'ratif', 'wear', 'mask', 'wash', 'hand', 'maintain', 'physic', 'separ', 'that', ""'s"", '-', ""'s"", 'easi', 'hamilton', 'mountain']",0,en,
41,41,1282207033257857029,2020-07-12,oldfieldsosu,Oldfield's North Fourth Tavern,"Dan - ""hey man, can you put on a mask for me?"" Him - ""fuck you"" Dan - 'oh fuck ME?"" He wasn't in the bar much longer after that.... 👀👀👀 #FightIsland #COVID19 #GetChitty #StayChitty – at Oldfield's North Fourth Tavern",3,150,"['FightIsland', 'COVID19', 'GetChitty', 'StayChitty']","Dan - ""hey man, can you put on a mask for me?"" Him - ""fuck you"" Dan - 'oh fuck ME?"" He wasn't in the bar much longer after that.... at Oldfield's North Fourth Tavern","['dan', '-', '``', 'hey', 'man', 'put', 'mask', ""''"", 'him', '-', '``', 'fuck', ""''"", 'dan', '-', ""'oh"", 'fuck', 'ME', ""''"", 'He', ""n't"", 'bar', 'much', 'longer', '....', 'oldfield', ""'s"", 'north', 'fourth', 'tavern']",0,en,
42,42,1282203688891813888,2020-07-12,songbird1945,,"I can see the headlines, Trump wearing a mask, this covid19 must be serious. Omg we are going to die.😀😀😀😀 pic.twitter.com/NbYpM7QG1e",0,0,[],"I can see the headlines, Trump wearing a mask, this covid19 must be serious. Omg we are going to die.","['see', 'headlin', 'trump', 'wear', 'mask', 'covid19', 'must', 'seriou', 'omg', 'go', 'die']",0,en,
43,43,1282184708701343744,2020-07-12,sharleesmad,,"Which is why he wore a mask for the first time. photo op,hoping it will get supporters. Tsk tsk , he will stop at nothing ,even use covid19 to his advantage trump is the grim reaper, and a disgrace and embarrassment to America pic.twitter.com/csUNZ9nR4r",9,17,[],"Which is why he wore a mask for the first time. photo op,hoping it will get supporters. Tsk tsk , he will stop at nothing ,even use covid19 to his advantage trump is the grim reaper, and a disgrace and embarrassment to America","['which', 'wore', 'mask', 'first', 'time', 'photo', 'op', 'hope', 'get', 'support', 'tsk', 'tsk', 'stop', 'noth', 'even', 'use', 'covid19', 'advantag', 'trump', 'grim', 'reaper', 'disgrac', 'embarrass', 'america']",0,en,
44,44,1282183451785990146,2020-07-12,abcvision,,Corona virus 🦠 don’t care who you are. @realdonaldtrump Wear a mask. Do your part. 🇺🇸 #covid19 #potus45 #chineseplague #kungfuflu #blm #maga #usa #makeamericagreatagain #goyafoods @ Walter Reed National Military… …,1,1,"['covid19', 'potus45', 'chineseplague', 'kungfuflu', 'blm', 'maga', 'usa', 'makeamericagreatagain', 'goyafoods']",Corona virus dont care who you are. Wear a mask. Do your part. Walter Reed National Military,"['corona', 'viru', 'dont', 'care', 'wear', 'mask', 'Do', 'part', 'walter', 'reed', 'nation', 'militari']",0,en,
45,45,1282178093856305157,2020-07-12,dentalhygieneq1,,"So jealous! Let’s work together Ontario .. let’s drive Covid19 away, far away. Follow public health guidelines and slap a damn mask on our face if we can’t stay distanced. Can you say #letsgobluejays …",0,0,['letsgobluejays'],"So jealous! Lets work together Ontario .. lets drive Covid19 away, far away. Follow public health guidelines and slap a damn mask on our face if we cant stay distanced. Can you say","['So', 'jealou', '!', 'let', 'work', 'togeth', 'ontario', '..', 'let', 'drive', 'covid19', 'away', 'far', 'away', 'follow', 'public', 'health', 'guidelin', 'slap', 'damn', 'mask', 'face', 'cant', 'stay', 'distanc', 'can', 'say']",0,en,
46,46,1283203893707583488,2020-07-14,jrclemmons,,"Hint: Those countries listened to experts, enacted national plans, and executed those plans. They DIDN’T claim #COVID19 was a hoax for 7 months, refuse to wear masks, prioritize corporate donors over working families, and prematurely claim their cities were “good to go.” …",83,347,['COVID19'],"Hint: Those countries listened to experts, enacted national plans, and executed those plans. They DIDNT claim was a hoax for months, refuse to wear masks, prioritize corporate donors over working families, and prematurely claim their cities were good to go.","['hint', ':', 'those', 'countri', 'listen', 'expert', 'enact', 'nation', 'plan', 'execut', 'plan', 'they', 'didnt', 'claim', 'hoax', 'month', 'refus', 'wear', 'mask', 'priorit', 'corpor', 'donor', 'work', 'famili', 'prematur', 'claim', 'citi', 'good', 'go']",0,en,
47,47,1283154221685264386,2020-07-14,catvanzyl,,Imagine murdering people because you couldn’t wear a paper mask for 20 mins. Imagine being that selfish. #COVID19,7,59,['COVID19'],Imagine murdering people because you couldnt wear a paper mask for mins. Imagine being that selfish.,"['imagin', 'murder', 'peopl', 'couldnt', 'wear', 'paper', 'mask', 'min', 'imagin', 'selfish']",0,en,
48,48,1282983903708491776,2020-07-14,maddyeisenberg,,PSA: still seeing this kind of crap EVERYWHERE. Dispose of your mask/gloves properly. (There was a garbage across the street). #COVID19 #COVID19Ontario #WearADamnMask pic.twitter.com/2i4ThYmfLf,10,50,"['COVID19', 'COVID19Ontario', 'WearADamnMask']",PSA: still seeing this kind of crap EVERYWHERE. Dispose of your mask/gloves properly. (There was a garbage across the street).,"['psa', ':', 'still', 'see', 'kind', 'crap', 'everywher', 'dispos', 'mask/glov', 'properli', 'there', 'garbag', 'across', 'street']",0,en,
49,49,1282852229679112192,2020-07-13,sashaeats,,"If you want to #TravelAgain, please wear a mask 😷 #travel #COVID19 #pandemic #CulinaryGlobetrotter pic.twitter.com/6uQLrDjb6b",12,80,"['TravelAgain', 'travel', 'COVID19', 'pandemic', 'CulinaryGlobetrotter']","If you want to , please wear a mask","['If', 'want', 'pleas', 'wear', 'mask']",0,en,
50,50,1282721346120830976,2020-07-13,grovekilosdad73,,"Okay America on both sides of the aisle, I've had enough stupidity, I can't take anymore. If you're out there wearing a mask and don't have protective glasses, you're still in Jeopardy of getting #COVID19. Quit listening to MSM and wake up and smell what you're shoveling.",107,128,['COVID19'],"Okay America on both sides of the aisle, I've had enough stupidity, I can't take anymore. If you're out there wearing a mask and don't have protective glasses, you're still in Jeopardy of getting . Quit listening to MSM and wake up and smell what you're shoveling.","['okay', 'america', 'side', 'aisl', ""'ve"", 'enough', 'stupid', 'ca', ""n't"", 'take', 'anymor', 'If', ""'re"", 'wear', 'mask', ""n't"", 'protect', 'glass', ""'re"", 'still', 'jeopardi', 'get', 'quit', 'listen', 'msm', 'wake', 'smell', ""'re"", 'shovel']",0,en,
51,51,1282693241117315077,2020-07-13,govholcomb,,Wearing a mask can help you protect other people with #COVID19. #MaskUpHoosiers …,120,493,"['COVID19', 'MaskUpHoosiers']",Wearing a mask can help you protect other people with .,"['wear', 'mask', 'help', 'protect', 'peopl']",0,en,
