id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,clean_tweet,processed_tweet
1284929062163668992,1284929062163668992,1595185935000,2020-07-19,14:12:15,CDT,110975915,marthavmilam,Martha Villanueva Milam,,"I’ve been social distancing, wearing a #mask, and staying close to home for a few months. We are still in big trouble. Somebody out there is clearly NOT following the rules. #coronavirus #COVID19 pic.twitter.com/nBWakRI9XW",[],[],[],0,1,23,"['mask', 'coronavirus', 'COVID19']",[],https://twitter.com/marthavmilam/status/1284929062163668992,False,,1,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '110975915', 'username': 'marthavmilam'}]",,,,,"Ive been social distancing, wearing a , and staying close to home for a few months. We are still in big trouble. Somebody out there is clearly NOT following the rules.","['ive', 'social', 'distanc', 'wear', 'stay', 'close', 'home', 'month', 'We', 'still', 'big', 'troubl', 'somebodi', 'clearli', 'not', 'follow', 'rule']"
1284730349281566720,1284730349281566720,1595138559000,2020-07-19,01:02:39,CDT,54669445,bradleyf81,Bradley Farless,,@NYGovCuomo @NYCMayorsOffice large crowd gathering on the sidewalk at 1763 Jerome Ave in the Bronx. This is a repeat problem and social distancing violation. NYPD is ignoring 311 reports and closing them without taking action. #covid19 #nyc,"['nygovcuomo', 'nycmayorsoffice']",[],[],0,0,0,"['covid19', 'nyc']",[],https://twitter.com/BradleyF81/status/1284730349281566720,False,,0,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '54669445', 'username': 'BradleyF81'}, {'user_id': '232268199', 'username': 'NYGovCuomo'}, {'user_id': '55338739', 'username': 'NYCMayorsOffice'}]",,,,,large crowd gathering on the sidewalk at Jerome Ave in the Bronx. This is a repeat problem and social distancing violation. NYPD is ignoring reports and closing them without taking action.,"['larg', 'crowd', 'gather', 'sidewalk', 'jerom', 'ave', 'bronx', 'thi', 'repeat', 'problem', 'social', 'distanc', 'violat', 'nypd', 'ignor', 'report', 'close', 'without', 'take', 'action']"
1284726114510712832,1284726114510712832,1595137549000,2020-07-19,00:45:49,CDT,1106040874406895616,familywestside,Westside Family Fitness,,"Join us in #Beaverton, so that you can join our outdoor group training. Message caleb@westsidefamilyfitness.com for details. Use social distancing to prevent the spread of #covid19, while still getting a workout with a group outside at the park! #thprd #workoutmotivation",[],[],[],0,0,0,"['Beaverton', 'covid19', 'thprd', 'workoutmotivation']",[],https://twitter.com/FamilyWestside/status/1284726114510712832,False,,0,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '1106040874406895616', 'username': 'FamilyWestside'}]",,,,,"Join us in , so that you can join our outdoor group training. Message caleb.com for details. Use social distancing to prevent the spread of , while still getting a workout with a group outside at the park!","['join', 'us', 'join', 'outdoor', 'group', 'train', 'messag', 'caleb.com', 'detail', 'use', 'social', 'distanc', 'prevent', 'spread', 'still', 'get', 'workout', 'group', 'outsid', 'park', '!']"
1279873360718069762,1279873360718069762,1593980562000,2020-07-05,15:22:42,CDT,67805368,travisdhanraj,Travis Dhanraj,Bluffer's Park Beach,Florida or Toronto?? Sadly Toronto— Went for a Sunday stroll at Bluffer’s Park- while some are respecting social distancing many more are not...no @cityoftoronto bylaw officers in sight #COVID19 #Onpoli pic.twitter.com/rW7Kyr1Qoi – at Bluffer's Park Beach,['cityoftoronto'],[],['https://pbs.twimg.com/media/EcMGCNSWkAMadRM.jpg'],379,207,547,"['COVID19', 'Onpoli']",[],https://twitter.com/Travisdhanraj/status/1279873360718069762,False,,0,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '67805368', 'username': 'Travisdhanraj'}, {'user_id': '19377913', 'username': 'cityoftoronto'}]",,,,,Florida or Toronto?? Sadly Toronto Went for a Sunday stroll at Bluffers Park- while some are respecting social distancing many more are not...no bylaw officers in sight at Bluffer's Park Beach,"['florida', 'toronto', 'sadli', 'toronto', 'went', 'sunday', 'stroll', 'bluffer', 'park-', 'respect', 'social', 'distanc', 'mani', '...', 'bylaw', 'offic', 'sight', 'bluffer', ""'s"", 'park', 'beach']"
1286746999790993409,1286746999790993409,1595619366000,2020-07-24,14:36:06,CDT,2860807053,chiefjohnbutler,Fire Chief John S. Butler,,"#Reinvent. @ffxfirerescue conducting safer #CPAT testing for recruit school candidates, with social distancing, face coverings, and continuous disinfecting. #COVID19. pic.twitter.com/79dxgUfSzC",['ffxfirerescue'],[],"['https://pbs.twimg.com/media/EdtxkrNXYAEscWV.jpg', 'https://pbs.twimg.com/media/EdtxkrPX0AcAdb8.jpg', 'https://pbs.twimg.com/media/EdtxkruWAAMZTqj.jpg']",1,6,38,"['Reinvent', 'CPAT', 'COVID19']",[],https://twitter.com/ChiefJohnButler/status/1286746999790993409,False,,0,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '2860807053', 'username': 'ChiefJohnButler'}, {'user_id': '117134762', 'username': 'ffxfirerescue'}]",,,,,". conducting safer testing for recruit school candidates, with social distancing, face coverings, and continuous disinfecting. .","['conduct', 'safer', 'test', 'recruit', 'school', 'candid', 'social', 'distanc', 'face', 'cover', 'continu', 'disinfect']"
1286604085039378433,1286460331842244608,1595585292000,2020-07-24,05:08:12,CDT,25825178,joeede,Joe Ede,,No masks. No social distancing. No brains. #WearADamnMask #SocialDistance #COVID19 😷,['realdonaldtrump'],[],[],0,0,4,"['WearADamnMask', 'SocialDistance', 'COVID19']",[],https://twitter.com/JoeEde/status/1286604085039378433,False,,0,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '25825178', 'username': 'JoeEde'}, {'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,,No masks. No social distancing. No brains.,"['No', 'mask', 'No', 'social', 'distanc', 'No', 'brain']"
1280228426587267074,1280209946085339136,1594065217000,2020-07-06,14:53:37,CDT,880018682,davidmweissman,David Weissman,,"130,000 people have died from #COVID19 and you don’t encourage social distancing and face masks.",['realdonaldtrump'],[],[],28,56,1000,['COVID19'],[],https://twitter.com/davidmweissman/status/1280228426587267074,False,,0,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '880018682', 'username': 'davidmweissman'}, {'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,,people have died from and you dont encourage social distancing and face masks.,"['peopl', 'die', 'dont', 'encourag', 'social', 'distanc', 'face', 'mask']"
1280042426233688065,1279945700814577665,1594020871000,2020-07-06,02:34:31,CDT,1430703170,wanderlustyogi,Jess Griffin,,"There’s no need of a “new normal”- not mask wearing, not lockdowns, not social distancing, nothing. They are just doing this to control us by keeping us in fear so we want the “#Covid19” vaccine. And they’ll be a fake 2nd in October. Just watch. #COVID1984","['hrivera72964164', 'ai_jared']",[],[],0,0,3,"['Covid19', 'COVID1984']",[],https://twitter.com/wanderlustyogi/status/1280042426233688065,False,,0,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '1430703170', 'username': 'wanderlustyogi'}, {'user_id': '1116403658126581760', 'username': 'HRivera72964164'}, {'user_id': '1089040766729637888', 'username': 'ai_jared'}]",,,,,"Theres no need of a new normal- not mask wearing, not lockdowns, not social distancing, nothing. They are just doing this to control us by keeping us in fear so we want the vaccine. And theyll be a fake nd in October. Just watch.","['there', 'need', 'new', 'normal-', 'mask', 'wear', 'lockdown', 'social', 'distanc', 'noth', 'they', 'control', 'us', 'keep', 'us', 'fear', 'want', 'vaccin', 'and', 'theyll', 'fake', 'nd', 'octob', 'just', 'watch']"
1283667660497092608,1283667660497092608,1594885194000,2020-07-16,02:39:54,CDT,54400005,normwamer,Norm Wamer,,"At one point, New York state had over 11,500 new #Covid19 cases in one day. Then they WORE MASKS, practiced social distancing and stayed home. New York has had ZERO days above 1,000 new cases in one day since June 4. #WearADamnMask",[],[],[],1,1,2,"['Covid19', 'WearADamnMask']",[],https://twitter.com/normwamer/status/1283667660497092608,False,,0,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '54400005', 'username': 'normwamer'}]",,,,,"At one point, New York state had over new cases in one day. Then they WORE MASKS, practiced social distancing and stayed home. New York has had ZERO days above new cases in one day since June .","['At', 'one', 'point', 'new', 'york', 'state', 'new', 'case', 'one', 'day', 'then', 'wore', 'mask', 'practic', 'social', 'distanc', 'stay', 'home', 'new', 'york', 'zero', 'day', 'new', 'case', 'one', 'day', 'sinc', 'june']"
1278408120725798916,1278408120725798916,1593631222000,2020-07-01,14:20:22,CDT,2547014161,emmahoggtv,Emma Hogg,,Everyone over 9-years-old must wear a mask or covering at all times when inside any public place and outside when social distancing isn’t possible. Order takes effect Friday #COVID19 @KMOV,['kmov'],[],[],1,7,14,['COVID19'],[],https://twitter.com/EmmaHoggTV/status/1278408120725798916,False,,0,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '2547014161', 'username': 'EmmaHoggTV'}, {'user_id': '28390516', 'username': 'KMOV'}]",,,,,Everyone over -years-old must wear a mask or covering at all times when inside any public place and outside when social distancing isnt possible. Order takes effect Friday,"['everyon', '-years-old', 'must', 'wear', 'mask', 'cover', 'time', 'insid', 'public', 'place', 'outsid', 'social', 'distanc', 'isnt', 'possibl', 'order', 'take', 'effect', 'friday']"
1278320716975308800,1278320716975308800,1593610383000,2020-07-01,08:33:03,CDT,882295588003467264,deepakanandmpp,Deepak Anand,,"Proud of our Canadian values of caring &sharing. Throughout #COVID19 we have demonstrated our values are strong and together we can sail through every challenge. Happy Canada Day🇨🇦! Please celebrate 🎉 🎊 responsibly, maintain social distancing. #HappyCanadaDay #TogetherStronger pic.twitter.com/yKp3hkQw6V",[],[],[],6,2,35,"['COVID19', 'HappyCanadaDay', 'TogetherStronger']",[],https://twitter.com/DeepakAnandMPP/status/1278320716975308800,False,,1,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '882295588003467264', 'username': 'DeepakAnandMPP'}]",,,,,"Proud of our Canadian values of caring &sharing. Throughout we have demonstrated our values are strong and together we can sail through every challenge. Happy Canada Day! Please celebrate responsibly, maintain social distancing.","['proud', 'canadian', 'valu', 'care', '&', 'share', 'throughout', 'demonstr', 'valu', 'strong', 'togeth', 'sail', 'everi', 'challeng', 'happi', 'canada', 'day', '!', 'pleas', 'celebr', 'respons', 'maintain', 'social', 'distanc']"
1278228416622407681,1278226479374045184,1593588377000,2020-07-01,02:26:17,CDT,1149410190141394944,politicsoyvey,PoliticsOyVey,,@Desantis-young people were congregating in bars YOU reopened. You didn’t enforce distancing or require masks. You allowed that to happen! The Democratically run states did much better because they listened to experts not trump. When will you take #COVID19 seriously?,"['huffpostpol', 'desantis']",[],[],2,3,5,['COVID19'],[],https://twitter.com/PoliticsOyVey/status/1278228416622407681,False,,0,,"35.1663,-101.8868,3000km",,,,,"[{'user_id': '1149410190141394944', 'username': 'PoliticsOyVey'}, {'user_id': '15458694', 'username': 'HuffPostPol'}, {'user_id': '19844311', 'username': 'desantis'}]",,,,,-young people were congregating in bars YOU reopened. You didnt enforce distancing or require masks. You allowed that to happen! The Democratically run states did much better because they listened to experts not trump. When will you take seriously?,"['-young', 'peopl', 'congreg', 'bar', 'you', 'reopen', 'you', 'didnt', 'enforc', 'distanc', 'requir', 'mask', 'you', 'allow', 'happen', '!', 'the', 'democrat', 'run', 'state', 'much', 'better', 'listen', 'expert', 'trump', 'when', 'take', 'serious']"
